variety_name,detail_url,jina,zao,crop_common,crop_scientific,crop_full_name,mwaka_usajili,registrant,altitude_range,altitude_min,altitude_max,suitable_regions,grain_yield,grain_yield_min,grain_yield_max,distinctive_characters,days_to_tasseling,plant_height_cm,grain_size,stem_colour,additional_fields
TDC13,https://www.tosci.go.tz/seed-varieties/tdc13,TDC13,Cashew (Anacardium occidentale L.),Cashew,Anacardium occidentale L.,Cashew (Anacardium occidentale L.),2017,ARI -Naliendele,0 - 1000,0.0,1000.0,,10 kg/tree after 5 years (first harvest),10.0,,High yield (120 kernels/kg with kernel weight of 8.31),,,,,{}
TDC14,https://www.tosci.go.tz/seed-varieties/tdc14,TDC14,Cashew (Anacardium occidentale L.),Cashew,Anacardium occidentale L.,Cashew (Anacardium occidentale L.),2017,ARI -Naliendele,0 - 1000,0.0,1000.0,,10 kg/tree after 5 years (first harvest),10.0,,"High yield (124 kernels/kg with kernel weight of 8.06),Edible part per nut 25.93%",,,,,{}
TDC15,https://www.tosci.go.tz/seed-varieties/tdc15,TDC15,Cashew (Anacardium occidentale L.),Cashew,Anacardium occidentale L.,Cashew (Anacardium occidentale L.),2017,ARI -Naliendele,0 - 1000,0.0,1000.0,,10 kg/tree after 5 years (first harvest),10.0,,"High yield (91.0 kernels/kg with kernel weight of 10.96),Edible part per nut 25.09%",,,,,{}
TDC16,https://www.tosci.go.tz/seed-varieties/tdc16,TDC16,Cashew (Anacardium occidentale L.),Cashew,Anacardium occidentale L.,Cashew (Anacardium occidentale L.),2017,ARI -Naliendele,0 - 1000,0.0,1000.0,,10 kg/tree after 5 years (first harvest),10.0,,"High yield (124 kernels/kg with kernel weight of 8.0,Edible part per nut 25.93%",,,,,{}
TDC2,https://www.tosci.go.tz/seed-varieties/tdc2,TDC2,Cashew (Anacardium occidentale L.),Cashew,Anacardium occidentale L.,Cashew (Anacardium occidentale L.),2017,ARI -Naliendele,0 - 1000,0.0,1000.0,,10 kg/tree after 5 years (first harvest),10.0,,High yield(102 Kernelss/kg and   kernel weght of 9.78g,,,,,{}
TDC22,https://www.tosci.go.tz/seed-varieties/tdc22,TDC22,Cashew (Anacardium occidentale L.),Cashew,Anacardium occidentale L.,Cashew (Anacardium occidentale L.),2017,ARI -Naliendele,0 - 1000,0.0,1000.0,,10 kg/tree after 5 years (first harvest),10.0,,"High yield (120 kernels/kg with kernel weight of 8.31),Edible part per nut 28.32%",,,,,{}
TDC23,https://www.tosci.go.tz/seed-varieties/tdc23,TDC23,Cashew (Anacardium occidentale L.),Cashew,Anacardium occidentale L.,Cashew (Anacardium occidentale L.),2017,ARI -Naliendele,0- 1000,0.0,1000.0,,10 kg/tree after 5 years (first harvest),10.0,,"High yield (123 kernels/kg with kernel weight of 8.12),Edible part per nut 27.65%",,,,,{}
TDC24,https://www.tosci.go.tz/seed-varieties/tdc24,TDC24,Cashew (Anacardium occidentale L.),Cashew,Anacardium occidentale L.,Cashew (Anacardium occidentale L.),2017,ARI -Naliendele,0 - 1000,0.0,1000.0,,10 kg/tree after 5 years (first harvest),10.0,,"High yield(116 kernels/kg with kernel weight of 8.60,Edible part per nut 28.25%",,,,,{}
TDC3,https://www.tosci.go.tz/seed-varieties/tdc3,TDC3,Cashew (Anacardium occidentale L.),Cashew,Anacardium occidentale L.,Cashew (Anacardium occidentale L.),2017,ARI -Naliendele,0 - 1000,0.0,1000.0,,10 kg/tree after 5 years (first harvest),10.0,,"High yield (98 kernels/kg and   kernel weght of10.28g),Edible part per nut 27.67%",,,,,{}
TDC4,https://www.tosci.go.tz/seed-varieties/tdc4,TDC4,Cashew (Anacardium occidentale L.),Cashew,Anacardium occidentale L.,Cashew (Anacardium occidentale L.),2017,ARI -Naliendele,0- 1000,0.0,1000.0,,10 kg/tree after 5 years (first harvest),10.0,,High yield ( 103 kernels/kg with kernel weight of 9.72g),,,,,{}
TDC7,https://www.tosci.go.tz/seed-varieties/tdc7,TDC7,Cashew (Anacardium occidentale L.),Cashew,Anacardium occidentale L.,Cashew (Anacardium occidentale L.),2017,ARI -Naliendele,0- 1000,0.0,1000.0,,10 kg/tree after 5 years (first harvest),10.0,,"Hiigh yield (98 kernels/kg with kernel weight of 10.18),Edible part per nut 26.96%",,,,,{}
TDC8,https://www.tosci.go.tz/seed-varieties/tdc8,TDC8,Cashew (Anacardium occidentale L.),Cashew,Anacardium occidentale L.,Cashew (Anacardium occidentale L.),2017,ARI -Naliendele,0- 1000,0.0,1000.0,,10 kg/tree after 5 years (first harvest),10.0,,"High yield( 126 kernels/kg with kernel weight of 7.95),Edible part per nut 27.5%",,,,,{}
TDC9,https://www.tosci.go.tz/seed-varieties/tdc9,TDC9,Cashew (Anacardium occidentale L.),Cashew,Anacardium occidentale L.,Cashew (Anacardium occidentale L.),2017,ARI -Naliendele,0 - 1000,0.0,1000.0,,10 kg/tree after 5 years (first harvest),10.0,,"High yield (101 kernels/kg with kernel weight of 9.86), Edible part per nut 26.5%",,,,,{}
Tegemeo,https://www.tosci.go.tz/seed-varieties/tegemeo,Tegemeo,Sorghum (Sorghum bicolor (L.),Sorghum,Sorghum bicolor (L.,Sorghum (Sorghum bicolor (L.),1978,ARI Ilonga,600-1500,600.0,1500.0,"Morogoro, Dodoma, Shinyanga, Kilimanajaro, Singida, Pwani",2.5-3.0,2.5,3.0,"Hairiness: absent, Plant colour: tan, Leaf colour: light green, some plants have puplish pigments on lower leaves, Plant height: 1.5-1.8 m, Days to 50 % flowering: 70-72, Awn at maturity: absent, Head shape: bell, Grain colour: white (pearl), Glume colour: straw,",,,,,"{""Special Attributes"": ""Susceptible to Striga hermonthica and S. asiatica and S. Forbesisi.""}"
Tegetes,https://www.tosci.go.tz/seed-varieties/tegetes,Tegetes,Ornamental flower (Tagetes erecta),Ornamental flower,Tagetes erecta,Ornamental flower (Tagetes erecta),2023,MULTIFLOWER,,,,,,,,,,,,,{}
Tejakali F1,https://www.tosci.go.tz/seed-varieties/tejakali-f1,Tejakali F1,Chill pepper (Cupsicum annum),Chill pepper,Cupsicum annum,Chill pepper (Cupsicum annum),2023,Easi Seeds Tanzania Ltd,,,,,,,,,,,,,{}
TELEX RZ,https://www.tosci.go.tz/seed-varieties/telex-rz,TELEX RZ,Letuce (Lactuca sativa  ),Letuce,Lactuca sativa,Letuce (Lactuca sativa  ),2021,Rijk Zwaan Afrisem Ltd.,,,,,,,,,,,,,{}
Tembo,https://www.tosci.go.tz/seed-varieties/tembo,Tembo,Wheat (Triticum aestivum.L),Wheat,Triticum aestivum.L,Wheat (Triticum aestivum.L),1987,ARI Selian,1283-2400,1283.0,2400.0,"Arusha, Manyara, Iringa, Mbeya",ARI Selian,,,1283-2400,,,,,{}
Tengeru,https://www.tosci.go.tz/seed-varieties/tengeru,Tengeru,Round Potato (Solanum tuberosum),Round Potato,Solanum tuberosum,Round Potato (Solanum tuberosum),2012,Horti - Tengeru,1200-2900,1200.0,2900.0,All areas grown iround potato,30-40,30.0,40.0,,,,,,"{""Special Attributes"": ""Resistance to late blight""}"
Tengeru 2010,https://www.tosci.go.tz/seed-varieties/tengeru-2010,Tengeru 2010,Tomato (Lycopersicon lycopersicum Mill.),Tomato,Lycopersicon lycopersicum Mill.,Tomato (Lycopersicon lycopersicum Mill.),2011,HORTI Tengeru,500-1700,500.0,1700.0,"Arusha, Tanga, Kilimanjaro, Manyara, Iringa, Mbeya",40-90,40.0,90.0,,,,,,"{""Special Attributes"": ""Resistant to late and early blight disease""}"
Tengeru 97,https://www.tosci.go.tz/seed-varieties/tengeru-97,Tengeru 97,Tomato (Lycopersicon lycopersicum Mill.),Tomato,Lycopersicon lycopersicum Mill.,Tomato (Lycopersicon lycopersicum Mill.),1997,HORTI-Tengeru,400-1500,400.0,1500.0,"Arusha, Manyara, Kilimanjaro, Morogoro, Tanga",60-80,60.0,80.0,"Growth habit: indeterminate Day to 50 % flowering: 31 days from transplating, Days to 50 % fruiting: 47 days from transplating, Leaf shape: ovate to lanceolate in outline interrupted-pinnate to twice pinnate
Fruit colour: red Firmness: very firm, Plant height: 95-100",,,,,"{""Special Attributes"": ""Resistant to root-knot nematodes, tomato mosaic virus (ToMV) and Fusarium wilt. Tolerant to Tomato Yellow Leaf Curl Virus (TYLCV)""}"
TENGERU SUPREME,https://www.tosci.go.tz/seed-varieties/tengeru-supreme,TENGERU SUPREME,Tomato (Solanum lycopersicum),Tomato,Solanum lycopersicum,Tomato (Solanum lycopersicum),2021,East African Seeds (T) Ltd.,,,,,,,,,,,,,{}
Tengeru200 F1,https://www.tosci.go.tz/seed-varieties/tengeru200-f1,Tengeru200 F1,Tomato (Solanum lycopersicum),Tomato,Solanum lycopersicum,Tomato (Solanum lycopersicum),2024,Afribest Seeds Ltd,,,,,,,,,,,,,{}
TERESA,https://www.tosci.go.tz/seed-varieties/teresa,TERESA,Garden beans (Phaseolus vulgaris  ),Garden beans,Phaseolus vulgaris,Garden beans (Phaseolus vulgaris  ),2021,Monsanto Tanzania Ltd,,,,,,,,,,,,,{}
TERMINATOR,https://www.tosci.go.tz/seed-varieties/terminator,TERMINATOR,Tomato (Solanum lycopersicum),Tomato,Solanum lycopersicum,Tomato (Solanum lycopersicum),2021,OSHO CHEMICALS,,,,,,,,,,,,,{}
TETE NOIR,https://www.tosci.go.tz/seed-varieties/tete-noir,TETE NOIR,Red cabbage (Brassica oleracea  ),Red cabbage,Brassica oleracea,Red cabbage (Brassica oleracea  ),2021,Pop Vriend (T) Ltd.,,,,,,,,,,,,,{}
TEXAS GRANO,https://www.tosci.go.tz/seed-varieties/texas-grano,TEXAS GRANO,Onion (Allium cepa L  ),Onion,Allium cepa L,Onion (Allium cepa L  ),2021,East African Seeds (T) Ltd.,,,,,,,,,,,,,{}
TH 501,https://www.tosci.go.tz/seed-varieties/th-501,TH 501,Maize (Zea mays L.),Maize,Zea mays L.,Maize (Zea mays L.),2018,ARI TUMBI,800 -1500,800.0,1500.0,Western zone and Lake Zone,6.5,6.5,,,,,,,"{""Special Attributes"": ""High yielding variety""}"
TH 617,https://www.tosci.go.tz/seed-varieties/th-617,TH 617,Maize (Zea mays L.),Maize,Zea mays L.,Maize (Zea mays L.),2017,TROPICAL SEED (EA) Ltd.,800 - 1500,800.0,1500.0,Medium Altitude,6,6.0,,,,,,,"{""Special Attributes"": ""High yielding and drought tolerance""}"
TH 619,https://www.tosci.go.tz/seed-varieties/th-619,TH 619,Maize (Zea mays L.),Maize,Zea mays L.,Maize (Zea mays L.),2017,TROPICAL SEED (EA) Ltd.,800 - 1500,800.0,1500.0,Medium Altitude,6.5,6.5,,,,,,,"{""Special Attributes"": ""High yielding and drought tolerance""}"
THEMISTO,https://www.tosci.go.tz/seed-varieties/themisto,THEMISTO,Wild rocket (Diplotaxis tenuifolia),Wild rocket,Diplotaxis tenuifolia,Wild rocket (Diplotaxis tenuifolia),2021,Zwaan Afrisem Ltd,,,,,,,,,,,,,{}
TIEZO,https://www.tosci.go.tz/seed-varieties/tiezo,TIEZO,Dwarf  Frenchbean (  Phaseolus vulgaris),Dwarf  Frenchbean,Phaseolus vulgaris,Dwarf  Frenchbean (  Phaseolus vulgaris),2021,Monsanto Tanzania Ltd,,,,,,,,,,,,,{}
TMT044,https://www.tosci.go.tz/seed-varieties/tmt044,TMT044,Tomato (Solanum lycopersicum),Tomato,Solanum lycopersicum,Tomato (Solanum lycopersicum),2022,EAST WEST SEEDS (T)LTD,,,,,,,,,,,,,{}
TMT857,https://www.tosci.go.tz/seed-varieties/tmt857,TMT857,Tomato (Solanum lycopersicum),Tomato,Solanum lycopersicum,Tomato (Solanum lycopersicum),2022,EAST WEST SEED (T) LTD,,,,,,,,,,,,,{}
TMV - 1,https://www.tosci.go.tz/seed-varieties/tmv-1,TMV - 1,Maize (Zea mays L.),Maize,Zea mays L.,Maize (Zea mays L.),1987,ARI - Ilonga,<1500,1500.0,,"Morogoro, Pwani, Tanga",4.0- 4.0,4.0,4.0,"=(CONCATENATE(I21,I22,I23,I24,I25,))",,,,,"{""Special Attributes"": ""Streak and rust resistant""}"
TMV - 2,https://www.tosci.go.tz/seed-varieties/tmv-2,TMV - 2,Maize (Zea mays L.),Maize,Zea mays L.,Maize (Zea mays L.),1987,ARI - Uyole,>1500,1500.0,,"Mbeya, Iringa",7.5-8.0,7.5,8.0,"Plant height (cm): 180-225 ,Leaf orientation: at 45-60o,Days to 50% tasseling: 95-100 days, Tassel colour: Mainly purple,Days to 50% silking: 110-115,Silk colour: white 90%, Salmon 10%,Seed or grain: mostly flint",95.0,,,,"{""Special Attributes"": ""Resistant to Turcicum leaf blight""}"
TO-100 F1,https://www.tosci.go.tz/seed-varieties/to-100-f1,TO-100 F1,Tomato (Solanum lycopersicum),Tomato,Solanum lycopersicum,Tomato (Solanum lycopersicum),2021,AFRICASIA Seed CO. LTD,,,,,,,,,,,,,{}
TO-120,https://www.tosci.go.tz/seed-varieties/to-120,TO-120,Tomato (Solanum lycopersicum),Tomato,Solanum lycopersicum,Tomato (Solanum lycopersicum),2021,AFRICASIA Seed CO. LTD,,,,,,,,,,,,,{}
TO-135,https://www.tosci.go.tz/seed-varieties/to-135,TO-135,Tomato (Solanum lycopersicum),Tomato,Solanum lycopersicum,Tomato (Solanum lycopersicum),2021,Syngenta Tanzania Ltd.,,,,,,,,,,,,,{}
TO150,https://www.tosci.go.tz/seed-varieties/to150,TO150,Tomato (Solanum lycopersicum),Tomato,Solanum lycopersicum,Tomato (Solanum lycopersicum),2022,AFRICASIA SEED CO,,,,,,,,,,,,,{}
TOM44/20 F1,https://www.tosci.go.tz/seed-varieties/tom44-20-f1,TOM44/20 F1,Tomato (Solanum lycopersicum),Tomato,Solanum lycopersicum,Tomato (Solanum lycopersicum),2022,SYOVA SEEDS (T) LTD,,,,,,,,,,,,,{}
TOMATO NO 575,https://www.tosci.go.tz/seed-varieties/tomato-no-575,TOMATO NO 575,Tomato (Solanum lycopersicum),Tomato,Solanum lycopersicum,Tomato (Solanum lycopersicum),2021,QUTON TZ LTD,,,,,,,,,,,,,{}
Tongla F1,https://www.tosci.go.tz/seed-varieties/tongla-f1,Tongla F1,Eggplant  (Solanum melongena),Eggplant,Solanum melongena,Eggplant  (Solanum melongena),2023,East West Seed (T) Ltd,,,,,,,,,,,,,{}
TOP WHITE GLOBE,https://www.tosci.go.tz/seed-varieties/top-white-globe,TOP WHITE GLOBE,Turnip  (Brassica rapa),Turnip,Brassica rapa,Turnip  (Brassica rapa),2021,Pop Vriend (T) Ltd.,,,,,,,,,,,,,{}
Tornado F1,https://www.tosci.go.tz/seed-varieties/tornado-f1,Tornado F1,Tomato (Solanum lycopersicum),Tomato,Solanum lycopersicum,Tomato (Solanum lycopersicum),2023,Epinav Agricultural Solution,,,,,,,,,,,,,{}
TRD 17,https://www.tosci.go.tz/seed-varieties/trd-17,TRD 17,Tobacco (Nicotiana tabacum L.),Tobacco,Nicotiana tabacum L.,Tobacco (Nicotiana tabacum L.),2019,TORITA,250-1950,250.0,1950.0,Ruvuma,3,3.0,,,,,,,"{""Special Attributes"": ""Dark fire curing and high yielding""}"
Treopaoelum,https://www.tosci.go.tz/seed-varieties/treopaoelum,Treopaoelum,Ornamental Flower (Tropaeolum majus),Ornamental Flower,Tropaeolum majus,Ornamental Flower (Tropaeolum majus),2023,MULTIFLOWER,,,,,,,,,,,,,{}
TRFK 301/5,https://www.tosci.go.tz/seed-varieties/trfk-301-5,TRFK 301/5,Tea (Camellia sinensis),Tea,Camellia sinensis,Tea (Camellia sinensis),2011,Tea Research Institute of Tanzania (TRIT),970-2000,970.0,2000.0,,2.8,2.8,,,,,,,"{""Special Attributes"": ""Leaf harvesting starts after one year from planting""}"
TRFK 303/178,https://www.tosci.go.tz/seed-varieties/trfk-303-178,TRFK 303/178,Tea (Camellia sinensis),Tea,Camellia sinensis,Tea (Camellia sinensis),2011,Tea Research Institute of Tanzania (TRIT),1400-1840,1400.0,1840.0,,2.6,2.6,,,,,,,"{""Special Attributes"": ""Leaf harvesting starts after one year from planting""}"
TRFK 381/5,https://www.tosci.go.tz/seed-varieties/trfk-381-5,TRFK 381/5,Tea (Camellia sinensis),Tea,Camellia sinensis,Tea (Camellia sinensis),2011,Tea Research Institute of Tanzania (TRIT),970-1840,970.0,1840.0,,2.3,2.3,,,,,,,"{""Special Attributes"": ""Leaf harvesting starts after one year from planting""}"
TRFK 430/63,https://www.tosci.go.tz/seed-varieties/trfk-430-63,TRFK 430/63,Tea (Camellia sinensis),Tea,Camellia sinensis,Tea (Camellia sinensis),2011,Tea Research Institute of Tanzania (TRIT),970-2000,970.0,2000.0,,2.7,2.7,,,,,,,"{""Special Attributes"": ""Leaf harvesting starts after one year from planting""}"
TRIT 201/16,https://www.tosci.go.tz/seed-varieties/trit-201-16,TRIT 201/16,Tea (Camellia sinensis),Tea,Camellia sinensis,Tea (Camellia sinensis),2016,Tea Research Institute of Tanzania (TRIT,970-1800,970.0,1800.0,Tea grown areas,2.9,2.9,,,,,,,"{""Special Attributes"": ""Moderately tolerant to drought stress and  mosquito bugs""}"
TRIT 201/43,https://www.tosci.go.tz/seed-varieties/trit-201-43,TRIT 201/43,Tea (Camellia sinensis),Tea,Camellia sinensis,Tea (Camellia sinensis),2016,Tea Research Institute of Tanzania (TRIT,970-1800,970.0,1800.0,Tea grown areas,2.5,2.5,,,,,,,"{""Special Attributes"": ""Moderately tolerant to drought stress and mosquito bugs""}"
TRIT 201/44,https://www.tosci.go.tz/seed-varieties/trit-201-44,TRIT 201/44,Tea (Camellia sinensis),Tea,Camellia sinensis,Tea (Camellia sinensis),2016,Tea Research Institute of Tanzania (TRIT,970-1800,970.0,1800.0,Tea grown areas,2.2,2.2,,,,,,,"{""Special Attributes"": ""Moderately tolerant to drought stress and mosquito bugs""}"
TRIT 201/55,https://www.tosci.go.tz/seed-varieties/trit-201-55,TRIT 201/55,Tea (Camellia sinensis),Tea,Camellia sinensis,Tea (Camellia sinensis),2016,Tea Research Institute of Tanzania (TRIT,970-1800,970.0,1800.0,Tea grown areas,2.5,2.5,,,,,,,"{""Special Attributes"": ""Moderately tolerant to drought stress and mosquito bugs""}"
Trophy,https://www.tosci.go.tz/seed-varieties/trophy,Trophy,Wheat (Triticum aestivum.L),Wheat,Triticum aestivum.L,Wheat (Triticum aestivum.L),1975,ARI Selian,1283-2400,1283.0,2400.0,"Arusha, Manyara, Iringa, Mbeya",2.0-3.0,2.0,3.0,"Leaf glaucosity: weak, Growth habit:upright, Flag leaf altitude: erect, Culm glaucosity: strong, Auricle pubescence: weak, Sheath glaucosity: strong, Spike shape: oblong, Spike density: lax, Spike glaucosity: medium, Awns: spical awnletted, Glume pubescence:absent, Plant height: 113 cm, Spike attitude: erect, Kernel colour:medium red, Kernel shape: ovate",,113.0,,,"{""Special Attributes"": ""Medium red seed colour.""}"
TROPICANA,https://www.tosci.go.tz/seed-varieties/tropicana,TROPICANA,Cabbage (Brassica oleracea var. capitata  ),Cabbage,Brassica oleracea var. capitata,Cabbage (Brassica oleracea var. capitata  ),2021,Rijk Zwaan Afrisem Ltd.,,,,,,,,,,,,,{}
TSAVORITE F1,https://www.tosci.go.tz/seed-varieties/tsavorite-f1,TSAVORITE F1,Cabbage (Brassica oleracea var. capitata  ),Cabbage,Brassica oleracea var. capitata,Cabbage (Brassica oleracea var. capitata  ),2021,SEEDCO TZ Ltd.,,,,,,,,,,,,,{}
Tumaini,https://www.tosci.go.tz/seed-varieties/tumaini,Tumaini,Cow pea (Vigna unguiculata (L.) Walp.),Cow pea,Vigna unguiculata (L.,Cow pea (Vigna unguiculata (L.) Walp.),1978,ARI Ilonga,0-1500,0.0,1500.0,"Morogoro, Pwani, Tanga",2.4,2.4,,"Leaf colour: darkness, Leaf texture: smooth,Growth habbit: indeterminate,Twining tendency: slight,Days to flowering:48, Flower colour: purple, Seed colour: tan, Seed shape: kidney, Seed size:medium",,,,,"{""Special Attributes"": ""Resistant to mosaic virus and intermediately resistant to bacterial blight""}"
Tumia,https://www.tosci.go.tz/seed-varieties/tumia,Tumia,Pigeon pea (Cajanus cajan),Pigeon pea,Cajanus cajan,Pigeon pea (Cajanus cajan),2003,ARI Ilonga,Below 1500,1500.0,,"Morogoro, Pwani, Manyara",,,,"Growth habbit: compact and semi erect, Leaf colour large green leaf ,Flower colour: ivory coloured. Pod colour: the pods are green and very broad, and are borne in clusters at the branch terminals",,,,,"{""Special Attributes"": ""It is susceptible to Fusarium wilt""}"
Tuxpeno,https://www.tosci.go.tz/seed-varieties/tuxpeno,Tuxpeno,Maize (Zea mays L.),Maize,Zea mays L.,Maize (Zea mays L.),1976,ARI - Ilonga,0 -900,0.0,900.0,"Tanga, Mtwara",3.0-4.0,3.0,4.0,"Stem colour: purple,Leaf orientation: at an acute angle, Days to 50% tasseling: 58,
Tassel colour: purple mostly  Days to 50% silking: 67-70 ,
Silk colour: purple (80%)-white and  other white with occasional red
Seed or grain: dent, long kernel",58.0,,,purple,"{""Special Attributes"": ""Suitable in coastal and lowland areas""}"
Twistma,https://www.tosci.go.tz/seed-varieties/twistma,Twistma,Cabbage (Brassica oleracea var. capitata),Cabbage,Brassica oleracea var. capitata,Cabbage (Brassica oleracea var. capitata),2024,RijkZwaan Afrisem,,,,,,,,,,,,,{}
TXD 306 (SARO 5),https://www.tosci.go.tz/seed-varieties/txd-306-saro-5,TXD 306 (SARO 5),Paddy (Oryza sativa),Paddy,Oryza sativa,Paddy (Oryza sativa),2002,Dakawa,0-600,0.0,600.0,"Morogoro, Kilimanjaro, Pwani, Mwanza, Shinyanga, Tanga, Lindi, Mtwara",4.0-6.5,4.0,6.5,"Leaf blade pubescence:pubescent, Leaf angle:mixture of different types, Days to heading: 100-102, Flage leaf angle: mixture of different types, Panicle type: intermediate, Awn presence:absent, Seed coat colour: light brown, Scent (aroma): semi-aromatic",,,,,"{""Special Attributes"": ""Moderated susceptible to Rice Yellow Mottle Virus and sheath rot. Adapted to rain-fed lowlands and irrigated ecosystems.""}"
TXD 85,https://www.tosci.go.tz/seed-varieties/txd-85,TXD 85,Paddy (Oryza sativa),Paddy,Oryza sativa,Paddy (Oryza sativa),2001,Dakawa,0-400,0.0,400.0,"Morogoro, Kilimanjaro, Pwani, Mwanza, Shinyanga, Tanga, Lindi, Mtwara",4.8-7.0,4.8,7.0,"Leaf blade pubescence: glabrous, Leaf angle:erect, Days to heading:98-98 days, Flage leaf angle:erect, Panicle type: intermediate, Awn presence:short and partly awned, Awn colur: gold, Grain shape:slender, Scent (aroma): lightly scented, Plant height: semi-dwarf 103.5 cm",,,,,"{""Special Attributes"": ""Moderately resistant to sheath rot, rice blast and Rice Yellow Mottle Virus""}"
TXD 88,https://www.tosci.go.tz/seed-varieties/txd-88,TXD 88,Paddy (Oryza sativa),Paddy,Oryza sativa,Paddy (Oryza sativa),2001,Dakawa,0-400,0.0,400.0,"Morogoro, Kilimanjaro, Pwani, Mwanza, Shinyanga, Tanga, Lindi, Mtwara",2.8-6.5,2.8,6.5,"Leaf blade pubescence:glabrous, Leaf angle:erect, Days to heading:86-95 days, Flage leaf angle:erect, Panicle type: intermediate, Plant height: semi-dwarf, Awn presence: absent, Grain shape:slender, Scent (aroma):lightly scented",,,,,"{""Special Attributes"": ""Moderately resistant to shealth rot, rice blast and Rice Yellow Mottle Virus""}"
TYLKA,https://www.tosci.go.tz/seed-varieties/tylka,TYLKA,Tomato (Solanum lycopersicum),Tomato,Solanum lycopersicum,Tomato (Solanum lycopersicum),2021,Rijk Zwaan Afrisem Ltd,,,,,,,,,,,,,{}
TZH 417,https://www.tosci.go.tz/seed-varieties/tzh-417,TZH 417,Maize (Zea mays L.),Maize,Zea mays L.,Maize (Zea mays L.),2011,SATEC,800 -1500,800.0,1500.0,Medium altitude,6-9 t/ha,6.0,9.0,Maturity 100 days,,,,,"{""Special Attributes"": ""Resistant to Gray Leaf Spots, Maize streak and turcicum blight""}"
TZH 526,https://www.tosci.go.tz/seed-varieties/tzh-526,TZH 526,Maize (Zea mays L.),Maize,Zea mays L.,Maize (Zea mays L.),2011,Suba Agro Trading and Engineering Company (SATEC),900 -1500,900.0,1500.0,Medium altitude,9-11 t/ha,9.0,11.0,Maturity 120 days,,,,,"{""Special Attributes"": ""Resistant to Gray Leaf Spots, Maize streak and turcicum blight""}"
